"","x"
"292",0.00797124624018496
"293",0.00793307742018417
"294",0.00789521679604679
"295",0.00785766087309558
"296",0.0078204062076138
"297",0.00778344940593788
"298",0.00774678712356922
"299",0.00771041606430446
"300",0.00767433297938404
"301",0.00763853466665834
"302",0.00760301796977122
"303",0.00756777977736034
"304",0.00753281702227406
"305",0.0074981266808043
"306",0.00746370577193522
"307",0.00742955135660716
"308",0.00739566053699556
"309",0.00736203045580456
"310",0.00732865829557478
"311",0.00729554127800514
"312",0.00726267666328828
"313",0.00723006174945924
"314",0.00719769387175719
"315",0.0071655704019999
"316",0.00713368874797051
"317",0.00710204635281655
"318",0.00707064069446071
"319",0.00703946928502329
"320",0.00700852967025586
"321",0.00697781942898612
"322",0.00694733617257345
"323",0.0069170775443751
"324",0.0068870412192227
"325",0.00685722490290891
"326",0.00682762633168388
"327",0.00679824327176145
"328",0.00676907351883474
"329",0.00674011489760102
"330",0.00671136526129561
"331",0.00668282249123458
"332",0.0066544844963662
"333",0.00662634921283067
"334",0.00659841460352837
"335",0.00657067865769593
"336",0.00654313939049048
"337",0.00651579484258146
"338",0.0064886430797501
"339",0.00646168219249632
"340",0.00643491029565287
"341",0.00640832552800658
"342",0.0063819260519266
"343",0.00635571005299941
"344",0.00632967573967052
"345",0.00630382134289267
"346",0.00627814511578048
"347",0.00625264533327129
"348",0.00622732029179215
"349",0.00620216830893281
"350",0.00617718772312461
"351",0.00615237689332506
"352",0.00612773419870809
"353",0.00610325803835987
"354",0.00607894683097989
"355",0.00605479901458751
"356",0.00603081304623355
"357",0.00600698740171706
"358",0.005983320575307
"359",0.00595981107946882
"360",0.00593645744459586
